;Texture Setup Data,,,,
RockyTextureCount,14,,,
RockyTwoTextureCount,8,,,
;BlackPlanetTexture,34,,,

GiantTextureCount,8,,,


Faction,AllianceNavy,3,A_Military,
Faction,ImperialNavy,5,A_Government, 
Faction,RoyalGuard,11,A_MAASCorporation, 
Faction,YezhidNavy,47,A_KIMOShipping, 
Faction,CDF,14,A_Police, 
Faction,CMCSS,36,A_AdvancedSecurityCorp,

;Crime houses,,,,
Faction,Lindevaal,4,A_Underworld
Faction,Pimental,12,A_CarvaCartel
Faction,Gargoyles,17,A_Marauders
Faction,TakananRaiders,18,A_Angels
Faction,Droznic,19,A_TheOman
Faction,GoldenLotus,34,A_DesterCorporation
Faction,Forty,38,A_Infonet

;Independent peoples,,,
Faction,Aikenites,40,A_WordsworthTechnology
Faction,Transients,6,A_Transient
Faction,Junkers,13,A_Junkers
Faction,EmeraldCitizens,53,A_TheThirdWay
Faction,LeungCitizens,25,A_AshantiInvestment
Faction,SultanateCitizens,29,A_ChonBodifule
Faction,CaliphateCitizens,33,A_HibatshPMC
Faction,CorlissCitizens,46,A_LowOrbitRecovery

;Independent criminals,,,
Faction,Scavengers,10,A_Kong
Faction,Uncleansed,22,A_League
Faction,Faceless,20,A_MCA

;Mega Corporations,,,
Faction,Azran,15,A_NOMEXCorporation
Faction,Chavez,7,A_Society
Faction,CMCMining,27,A_HeliosMining
Faction,Corliss,26,A_CrosspointMinerals
Faction,DAMN,2,A_Exile
Faction,EtCom,37,A_Network54
Faction,Grinnel,23,A_TrimannShipping
Faction,ImperialMining,31,A_VonShellingIndustries
Faction,Kronholm,32,A_MegalithCorp
Faction,Lomax,51,A_LOMAXTechnologies
Faction,Markus,39,A_StellarNet
Faction,Mesa,30,A_OrionProducts
Faction,NSOLaplace,16,A_NSOLaplace
Faction,Saffron,24,A_RhondusGasMining
Faction,StellarParamed,45,A_HighlifeProducts
Faction,UCP,44,A_UniversalConsumerProducts
Faction,Jardin,28,A_JardinTerraforming

;Rebel groups that are working to form new governments.,,,
Faction,Fonseka,35,A_WhindWeaponsSystems
Faction,Eastern,42,A_CoventryEngineeringResearch



;Mercenaries,,,
Faction,Golligers,9,A_Stepson
Faction,Dragons,52,A_NumikoProducts
Faction,Angels,50,A_LOMAXEngines
Faction,Fist,41,A_NetcomSA

;Special Factions,,,
Faction,Brethren,48,A_DatagonTechnologies
Faction,Machines,49,A_MicoriaCommunications
Faction,Empty,0,A_Neutral



Habitat,HT_WaterMine,2,
Habitat,HT_OrganicsMine,3,
Habitat,HT_InorganicsMine,4,
Habitat,HT_BiomassMine,5
Habitat,HT_CommonMetalsMine,6
Habitat,HT_RareMetalsMine,7
Habitat,HT_ExoticMetalsMine,8
Habitat,HT_RadioactivesMine,9
Habitat,HT_FusionableGasesMine,10
Habitat,HT_WaterProcessingPlant,11
Habitat,HT_OrganicsProcessingPlant,12
Habitat,HT_InorganicsProcessingPlant,13
Habitat,HT_BiomassProcessingPlant,14
Habitat,HT_CommonMetalsProcessingPlant,15
Habitat,HT_RareMetalsProcessingPlant,16
Habitat,HT_ExoticMetalsProcessingPlant,17
Habitat,HT_RadioactivesProcessingPlant,18
Habitat,HT_FusionableGasesProcessingPlant,19
Habitat,HT_NeutroniumProcessingPlant,20
Habitat,HT_Shipyard,21
Habitat,HT_HeavyManufacturingPlant,22
Habitat,HT_BiologicalManufacturingPlant,23
Habitat,HT_WetwareManufacturingPlant,24
Habitat,HT_HiTechManufacturingPlant,25
Habitat,HT_ElectronicsManufacturingPlant,26
Habitat,HT_WeaponsManufacturingPlant,27
Habitat,HT_PharmaceuticalsManufacturingPlant,28
Habitat,HT_PlasticsManufacturingPlant,29
Habitat,HT_FusionReactorsManufacturingPlant,30
Habitat,HT_EnergyCellsManufacturingPlant,31
Habitat,HT_StationFabricationManufacturingPlant,32
Habitat,HT_LuxuriesManufacturingPlant,33
Habitat,HT_TerraformingStation,34
Habitat,HT_BioBomber,35
Habitat,HT_Waystation,36
Habitat,HT_RepairStation,37
Habitat,HT_OreTransferStation,38
Habitat,HT_ResearchAndDevelopmentLab,39
Habitat,HT_ResearchStation,40
Habitat,HT_MedicalResearchCentre,41
Habitat,HT_BlackBudgetResearchStation,42
Habitat,HT_SensitiveResearchStation,43
Habitat,HT_FinancialCentre,44
Habitat,HT_RegionalHQ,45
Habitat,HT_Villa,46
Habitat,HT_CentralHQ,47
Habitat,HT_AgriculturalSettlement,48
Habitat,HT_Resort,49
Habitat,HT_LuxuryResort,50
Habitat,HT_MedicalFacility,51
Habitat,HT_LeisureComplex,52
Habitat,HT_NeutroniumMine,53
Habitat,HT_SecurityStation,54
Habitat,HT_Fortress,55
Habitat,HT_HighSecurityPrison,56
Habitat,HT_LowSecurityPrison,57
Habitat,HT_HardLabourPrison,58
Habitat,HT_Homestead,59
Habitat,HT_MercenaryBase,60
Habitat,HT_TradingPost,61
Habitat,HT_Warehousing,62
Habitat,HT_BlackMarket,63
Habitat,HT_DryDock,64
Habitat,HT_DockingStation,65
Habitat,HT_EntertainmentStation,66
Habitat,HT_Settlement,67
Habitat,HT_PoliceBase,68
