;Key Phrase_to_localise Sound_file_URL Comments,,
;,,
;PLEASE NOTE THAT ALL COMMENTS REFER TO THE TEXT IMMEDIATELY FOLLOWING THE COMMENT.,,
;,,
;List of possible cargo for trading, theft etc. ,
;,,
; ONSCREEN TEXT ONLY, NEVER SPOKEN,
;,,
; Must be restricted to 17 characters per name.,,
;,,CT_Invalid
Cargo_WasteBlocks,Lithium,CT_WasteBlocks
Cargo_PlasticWaste,Beryllium,CT_PlasticWaste
Cargo_OrganicPulp,Boron,CT_OrganicPulp
Cargo_WastePaper,Carbon,CT_WastePaper
Cargo_DiseasedSewage,Sodium,CT_DiseasedSewage
Cargo_FrozenSewage,Magnesium,CT_FrozenSewage
Cargo_RawSewage,Aluminum,CT_RawSewage
Cargo_SugarCane,Silicon,CT_SugarCane
Cargo_Fish,Phosphorus,CT_Fish
Cargo_Fruit,Potassium,CT_Fruit
Cargo_Grain,Calcium,CT_Grain
Cargo_Meat,Scandium,CT_Meat 
Cargo_Potatoes,Titanium,CT_Potatoes
Cargo_Rice,Vanadium,CT_Rice
Cargo_Soya,Chromium,CT_Soya
Cargo_Vegetables,Vegetables,CT_Vegetables
Cargo_EdibleFungi,Edible Fungi,CT_EdibleFungi
Cargo_FoodBlocks,Food Blocks,CT_FoodBlocks
Cargo_FoodPills,Food Pills,CT_FoodPills
Cargo_MealInABar,Synthetic Carbos,CT_MealInABar
Cargo_PseudoShake,Synthetic Fats,CT_PseudoShake 
Cargo_RecoveredMeat,Recovered Meat,CT_RecoveredMeat
Cargo_SyntheticCheese,Synthetic Cheese,CT_SyntheticCheese
Cargo_SyntheticProtein,Synthetic Protein,CT_SyntheticProtein
Cargo_SurvivalRations,Survival Rations,CT_SurvivalRations
Cargo_DrinkingWater,Drinking Water,CT_DrinkingWater
Cargo_Apes,Manganese,CT_Apes
Cargo_Birds,Iron,CT_Birds
Cargo_DonorPigs,Cobalt,CT_DonorPigs
Cargo_DrugLeeches,Nickel,CT_DrugLeeches
Cargo_Giraffes,Copper,CT_Giraffes
Cargo_Horses,Zinc,CT_Horses
Cargo_Lions,Gallium,CT_Lions 
Cargo_Weasels,Germanium,CT_Weasels
Cargo_Yaks,Arsenic,CT_Yaks
Cargo_Zebras,Selenium,CT_Zebras
Cargo_AttackDogs,Hydrogen,CT_AttackDogs
Cargo_BiomassProcessingWorms,Helium,CT_BiomassProcessingWorms
Cargo_Camels,Nitrogen,CT_Camels
Cargo_CancerMice,Oxygen,CT_CancerMice
Cargo_Chickens,Fluorine,CT_Chickens
Cargo_Cows,Neon,CT_Cows
Cargo_Dogs,Chlorine,CT_Dogs
Cargo_EngineeredInsects,Argon,CT_EngineeredInsects
Cargo_Goats,Bromine,CT_Goats 
Cargo_Insects,Krypton,CT_Insects 
Cargo_Pigs,Rubidium,CT_Pigs 
Cargo_Rodents,Strontium,CT_Rodents 
Cargo_Primates,Yttrium,CT_Primates 
Cargo_HYL,Zirconium,CT_HYL 
Cargo_Foetuses,Niobium,CT_Foetuses
Cargo_CloneBoneTissue,Ruthenium,CT_CloneBoneTissue 
Cargo_CloneEyes,Rhodium,CT_CloneEyes 
Cargo_CloneGlands,Palladium,CT_CloneGlands 
Cargo_CloneHearts,Silver,CT_CloneHearts 
Cargo_CloneIntestines,Cadmium,CT_CloneIntestines
Cargo_CloneKidneys,Indium,CT_CloneKidneys
Cargo_CloneLimbs,Tin,CT_CloneLimbs 
Cargo_CloneLivers,Antimony,CT_CloneLivers
Cargo_CloneLungs,Molybdenum,CT_CloneLungs
Cargo_CloneSkin,Xenon,CT_CloneSkin 
Cargo_VatGrownMuscle,Radon,CT_VatGrownMuscle  
Cargo_BlankTissueCulture,Caesium,CT_BlankTissueCulture 
Cargo_CommonStrandMaterial,Barium,CT_CommonStrandMaterial
Cargo_DNAChangers,Lanthanum,CT_DNAChangers
Cargo_DNASequencers,Cerium,CT_DNASequencers
Cargo_DNATattoos,Praseodymium,CT_DNATattoos 
Cargo_GeneticMarkerAgents,Neodymium,CT_GeneticMarkerAgents 
Cargo_GeneticRejuvinations,Samarium,CT_GeneticRejuvinations 
Cargo_TransplantEyes,Europium,CT_TransplantEyes
Cargo_TransplantGlands,Gadolinium,CT_TransplantGlands
Cargo_TransplantHearts,Terbium,CT_TransplantHearts
Cargo_TransplantIntestine,Dysprosium,CT_TransplantIntestine
Cargo_TransplantKidneys,Holmium,CT_TransplantKidneys
Cargo_TransplantLivers,Erbium,CT_TransplantLivers
Cargo_TransplantLungs,Thulium,CT_TransplantLungs
Cargo_TransplantSkin,Ytterbium,CT_TransplantSkin
Cargo_Houseplants,Lutetium,CT_Houseplants
Cargo_PotPlants,Hafnium,CT_PotPlants
Cargo_Seedlings,Tantalum,CT_Seedlings
Cargo_Seeds,Tungsten,CT_Seeds
Cargo_Algae,Rhenium,CT_Algae
Cargo_PlantPulp,Osmium,CT_PlantPulp
Cargo_Woodpulp,Iridium,CT_Woodpulp
Cargo_Trees,Platinum,CT_Trees
Cargo_SlimeMould,Gold,CT_SlimeMould
Cargo_Yeast,Mercury,CT_Yeast
Cargo_NitroBacteria,Thallium,CT_NitroBacteria
Cargo_SoilBacteria,Lead,CT_SoilBacteria
Cargo_TerraformingBacteria,Bismuth,CT_TerraformingBacteria
Cargo_RecyclingBacteria,Polonium,CT_RecyclingBacteria
Cargo_AnimalFeed,Astatine,CT_AnimalFeed
Cargo_Compost,Francium,CT_Compost
Cargo_Fertiliser,Radium,CT_Fertiliser
,,
Cargo_Soil,Thorium,CT_Soil
Cargo_SportingBodyArmour,Protactinium,CT_SportingBodyArmour
Cargo_Footballs,Uranium,CT_Footballs
Cargo_GolfSupplies,Chalcopyrite,CT_GolfSupplies
Cargo_NullBox,Galena,CT_NullBox
Cargo_PaintGuns,Marcasite,CT_PaintGuns
Cargo_Scuba,Pyrite,CT_Scuba
Cargo_TennisEquipment,Sphalerite,CT_TennisEquipment
Cargo_SportsClothes,Anatase,CT_SportsClothes
Cargo_ZeroGGymnasia,Zero-G Gymnasia,CT_ZeroGGymnasia
Cargo_SportingWeapons,Boehmite,CT_SportingWeapons
Cargo_Antiques,Antiques,CT_Antiques
Cargo_Paintings,Paintings,CT_Paintings
Cargo_Sculpture,Sculpture,CT_Sculpture
Cargo_Caviar,Brookite,CT_Caviar
Cargo_Chocolate,Corundum,CT_Chocolate
Cargo_Lobster,Diaspore,CT_Lobster
Cargo_RealCoffee,Real Coffee,CT_RealCoffee
Cargo_RealMeat,Real Meat,CT_RealMeat
Cargo_RealTea,Real Tea,CT_RealTea
Cargo_Shellfish,Shellfish,CT_Shellfish
Cargo_Milk,Milk,CT_Milk
Cargo_Spices,Fluorite,CT_Spices
Cargo_Game,Halite,CT_Game
Cargo_Cigarettes,Tolbachite,CT_Cigarettes
Cargo_Cigars,Sellaite,CT_Cigars
