;Key Phrase_to_localise Sound_file_URL Comments,
;,
;PLEASE NOTE THAT ALL COMMENTS REFER TO THE TEXT IMMEDIATELY FOLLOWING THE COMMENT.,
;,
;List of possible cargo for trading, theft etc. 
;,
; ONSCREEN TEXT ONLY, NEVER SPOKEN
;,
; Must be restricted to 17 characters per name.,
;,
Cargo_WasteBlocks,Waste Blocks
Cargo_PlasticWaste,Plastic Waste
Cargo_OrganicPulp,Organic Pulp
Cargo_WastePaper,Waste Paper
Cargo_DiseasedSewage,Diseased Sewage
Cargo_FrozenSewage,Frozen Sewage
Cargo_RawSewage,Raw Sewage
Cargo_SugarCane,Sugar Cane
Cargo_Fish,Fish
Cargo_Fruit,Fruit
Cargo_Grain,Grain
Cargo_Meat,Meat
Cargo_Potatoes,Potatoes
Cargo_Rice,Rice
Cargo_Soya,Soya
Cargo_Vegetables,Vegetables
Cargo_EdibleFungi,Edible Fungi
Cargo_FoodBlocks,Food Blocks
Cargo_FoodPills,Food Pills
Cargo_MealInABar,Meal-in-a-Bar
Cargo_PseudoShake,Pseudo Shake
Cargo_RecoveredMeat,Recovered Meat
Cargo_SyntheticCheese,Synthetic Cheese
Cargo_SyntheticProtein,Synthetic Protein
Cargo_SurvivalRations,Survival Rations
Cargo_DrinkingWater,Drinking Water
Cargo_Apes,Apes
Cargo_Birds,Birds
Cargo_DonorPigs,Donor Pigs
Cargo_DrugLeeches,Drug Leeches
Cargo_Giraffes,Giraffes
Cargo_Horses,Horses
Cargo_Lions,Lions
Cargo_Weasels,Weasels
Cargo_Yaks,Yaks
Cargo_Zebras,Zebras
Cargo_AttackDogs,Attack Dogs
Cargo_BiomassProcessingWorms,Biomass Pro-Worms
Cargo_Camels,Camels
Cargo_CancerMice,Cancer Mice
Cargo_Chickens,Chickens
Cargo_Cows,Cows
Cargo_Dogs,Dogs
Cargo_EngineeredInsects,Modified Insects
Cargo_Goats,Goats
Cargo_Insects,Insects
Cargo_Pigs,Pigs
Cargo_Rodents,Rodents
Cargo_Primates,Primates
Cargo_HYL,HYL
Cargo_Foetuses,Foetuses
Cargo_CloneBoneTissue,Clone Bone Tissue
Cargo_CloneEyes,Clone Eyes
Cargo_CloneGlands,Clone Glands
Cargo_CloneHearts,Clone Hearts
Cargo_CloneIntestines,Clone Intestines
Cargo_CloneKidneys,Clone Kidneys
Cargo_CloneLimbs,Clone Limbs
Cargo_CloneLivers,Clone Livers
Cargo_CloneLungs,Clone Lungs
Cargo_CloneSkin,Clone Skin
Cargo_VatGrownMuscle,Vat-grown Muscle
Cargo_BlankTissueCulture,Tissue Culture
Cargo_CommonStrandMaterial,Strand Material
Cargo_DNAChangers,DNA Changers
Cargo_DNASequencers,DNA Sequencers
Cargo_DNATattoos,DNA Tattoos
Cargo_GeneticMarkerAgents,Gene-Markers
Cargo_GeneticRejuvinations,Gene Rejuvenators
Cargo_TransplantEyes,Transplant Eyes
Cargo_TransplantGlands,Transplant Glands
Cargo_TransplantHearts,Transplant Hearts
Cargo_TransplantIntestine,Transplant Limbs
Cargo_TransplantKidneys,Transplant Kidneys
Cargo_TransplantLivers,Transplant Livers
Cargo_TransplantLungs,Transplant Lungs
Cargo_TransplantSkin,Transplant Skin
Cargo_Houseplants,Houseplants
Cargo_PotPlants,Pot Plants
Cargo_Seedlings,Seedlings
Cargo_Seeds,Seeds
Cargo_Algae,Algae
Cargo_PlantPulp,Plant Pulp
Cargo_Woodpulp,Woodpulp
Cargo_Trees,Trees
Cargo_SlimeMould,Slime Mould
Cargo_Yeast,Yeast
Cargo_NitroBacteria,Nitro Bacteria
Cargo_SoilBacteria,Soil Bacteria
Cargo_TerraformingBacteria,T-Form Bacteria
Cargo_RecyclingBacteria,Recyc Bacteria
Cargo_AnimalFeed,Animal Feed
Cargo_Compost,Compost
Cargo_Fertiliser,Fertiliser
Cargo_Hydrocarbons,Hydrocarbons
Cargo_Soil,Soil
Cargo_SportingBodyArmour,Body Armour
Cargo_Footballs,Footballs
Cargo_GolfSupplies,Golf Supplies
Cargo_NullBox,Null Box
Cargo_PaintGuns,Paint Guns
Cargo_Scuba,Scuba
Cargo_TennisEquipment,Tennis Equipment
Cargo_SportsClothes,Sports Clothes
Cargo_ZeroGGymnasia,Zero-G Gymnasia
Cargo_SportingWeapons,Sporting Weapons
Cargo_Antiques,Antiques
Cargo_Paintings,Paintings
Cargo_Sculpture,Sculpture
Cargo_Caviar,Caviar
Cargo_Chocolate,Chocolate
Cargo_Lobster,Lobster
Cargo_RealCoffee,Real Coffee
Cargo_RealMeat,Real Meat
Cargo_RealTea,Real Tea
Cargo_Shellfish,Shellfish
Cargo_Milk,Milk
Cargo_Spices,Spices
Cargo_Game,Game
Cargo_Cigarettes,Cigarettes
Cargo_Cigars,Cigars
Cargo_LeafTobacco,Leaf Tobacco
Cargo_Aphrodisiacs,Aphrodisiacs
Cargo_Caffeine,Caffeine
Cargo_PhysicalEnhancers,Physical Enhancers
Cargo_ErzatzCoffee,Ersatz Coffee
Cargo_Euphorics,Euphorics
Cargo_Halluciogenics,Hallucinogenics
Cargo_MemoryEnhancers,Memory Enhancers
Cargo_MoodEnhancers,Mood Enhancers
Cargo_MoodStabilsers,Mood Stabilisers
Cargo_Stimulants,Stimulants
Cargo_Tranquilisers,Tranquilisers
Cargo_Spirits,Spirits
Cargo_Wine,Wine
Cargo_Champagne,Champagne
Cargo_Scotch,Scotch
Cargo_RealBeer,Real Beer
Cargo_ZeroBrew,Zero Brew
Cargo_Fur,Fur
Cargo_FurCoats,Fur Coats
Cargo_Vatfur,Vatfur
Cargo_BodyComps,Body Comps
Cargo_GoldJewellery,Gold Jewellery
Cargo_Jewellery,Jewellery
Cargo_SmartJewels,Smart Jewels
Cargo_Watches,Watches
Cargo_Books,Books
Cargo_Cosmetics,Cosmetics
Cargo_DesignerClothes,Designer Clothes
Cargo_MusicalInstruments,Music Instruments
Cargo_Perfume,Perfume
Cargo_Toys,Toys
Cargo_NaturalFibreClothing,Natural Clothing
Cargo_LuxuryFurniture,Luxury Furniture
Cargo_CorporateData,Corporate Data
Cargo_XenoData,Xeno Data
Cargo_ResearchData,Research Data
Cargo_PersonalData,Personal Data
Cargo_Mail,Mail
Cargo_ConfidentialData,Confidential Data
Cargo_GovernmentData,Government Data
Cargo_PoliceData,Police Data
Cargo_MilitaryIntelligence,Military Data
Cargo_SecretData,Secret Data
Cargo_Autopilots,Autopilots
Cargo_MissileAI,Missile AI
Cargo_UtilitySoftware,Utility Software
Cargo_ComputerGames,Computer Games
Cargo_NewsVids,News Vids
Cargo_EntertainmentVids,Edutainment Vids
Cargo_InteractiveText,Interactive Text
Cargo_MusicRecordings,Music Recordings
Cargo_CorporatePropaganda,Corp Propaganda
Cargo_CapsuleDriveGenerators,Cap Drive Generators
Cargo_CapsuleDriveParts,Cap Drive Parts
Cargo_JumpCapacitors,Jump Capacitors
Cargo_LDSCarrierFields,LDS Carrier Fields
Cargo_LDSClassOnes,LDS Class 1
Cargo_LDSClassTwos,LDS Class 3
Cargo_LDSClassThrees,LDS Class 3
Cargo_LDSFieldGenerators,LDS Generators
Cargo_LDSFieldNodes,LDS Field Nodes
Cargo_LDSGeneratorParts,LDS Generator Parts
Cargo_ShipInstruments,Ship Instruments
Cargo_ShipSystems,Ship Systems
Cargo_AISystems,AI Systems
Cargo_CompParts,Comp Parts
Cargo_CPUCores,CPU Cores
Cargo_CPUParts,CPU Parts
Cargo_AudioEquipment,Audio Equipment
Cargo_AudioVisualEquipment,AV Equipment
Cargo_DataConsoles,Data Consoles
Cargo_DataScreens,Data Screens
Cargo_PersonalCommunicators,Mobile Comms.
Cargo_HandheldScientificInstruments,Sci. Instruments
Cargo_DataCards,Data Cards
Cargo_DataChips,Data Chips
Cargo_DataModules,Data Modules
Cargo_MemoryModules,Memory Modules
Cargo_NanoAssemblers,Nano Assemblers
Cargo_NanoFactories,Nano Factories
Cargo_NanoProgrammers,Nano Programmers
Cargo_NanoSurgeons,Nano Surgeons
Cargo_NeuroConnectors,Neuroconnectors
Cargo_PreprogrammedNanotech,Preprog Nanotech
Cargo_TerraformingNanotech,T-Form Nanotech
Cargo_GeneWriters,Gene Writers
Cargo_CryogenicTanks,Cryogenic Tanks
Cargo_Medkits,Medkits
Cargo_OrganMatrices,Organ Matrices
Cargo_RemoteTables,Remote Tables
Cargo_Autodocs,Autodocs
Cargo_Autosurgs,Autosurgs
Cargo_HKCounters,HK Counters
Cargo_MolecularImagers,Molecular Imagers
Cargo_NanosurgeryEquipment,Nanosurgery Kits
Cargo_NMRs,NMRs
Cargo_SurgeryKits,Surgery Kits
Cargo_CyberEyes,Cyber Eyes
Cargo_CyberLimbs,Cyber Limbs
Cargo_CyberneticJackPlugs,Cybernetic Jacks
Cargo_CyberneticOrgans,Cybernetic Organs
Cargo_RoboticArms,Robotic Arms
Cargo_RoboticChassis,Robotic Chassis
Cargo_RoboticCPUs,Robotic CPUs
Cargo_RoboticSensors,Robotic Sensors
Cargo_DomesticRobots,Domestic Robots
Cargo_ConstructionRobots,Robo-Constructors
Cargo_SecurityRobots,Security Robots
Cargo_AstronomicalInstruments,Astro-Instruments
Cargo_LaserDetectors,Laser Detectors
Cargo_MonitoringDevices,Monitoring Units
Cargo_BricABrac,Bric-a-Brac
Cargo_ConsumerGoods,Consumer Goods
Cargo_OfficeSupplies,Office Supplies
Cargo_ReligiousMaterial,Religious Goods
Cargo_Clothing,Clothing
Cargo_DisposableClothing,Disposa-Suits
Cargo_HandTools,Hand Tools
Cargo_Uniforms,Uniforms
