; Translation strings for the Epic Trade Sell Screen,
gt_etradesell_price,"Price"
gt_etradesell_discount,"Discount"
gt_etradesell_total_price,"Total Price"
gt_etradesell_funds,"Funds"
gt_etradesell_current_order,"Current Offer"
gt_etradesell_total_pods,"Total Pods"
gt_etradesell_title,"SELL"
gt_etradesell_subtitle,"Cargo Pods to Station"
gt_etradesell_exit,"EXIT"
gt_etradesell_purchase_all,"Sell Offer"
gt_etradesell_station_inventory,"Station Needs"
gt_etradesell_offer_item,"Offer Item"
gt_etradesell_offer_all_item,"Offer All"
gt_etradesell_your_order,"Your Offer"
gt_etradesell_remove_item,"Remove Item"
gt_etradesell_remove_all_item,"Remove All"
gt_etradesell_buy_screen,"Buy Screen"
gt_etradesell_your_equipment,"Your Equipment Inventory"
gt_etradesell_your_cargo_pods,"Your Cargo Pods"
gt_etradesell_unwanted,"No Sale"
