; Translation strings for the Epic Trade Purchase Screen,
gt_etradebuy_price,"Price"
gt_etradebuy_discount,"Discount"
gt_etradebuy_total_price,"Total Price"
gt_etradebuy_funds,"Funds"
gt_etradebuy_current_order,"Current Order"
gt_etradebuy_total_pods,"Total Pods"
gt_etradebuy_title,"PURCHASE"
gt_etradebuy_subtitle,"Pods from Station"
gt_etradebuy_exit,"EXIT"
gt_etradebuy_purchase_all,"Purchase Order"
gt_etradebuy_station_inventory,"Station Inventory"
gt_etradebuy_order_item,"Order Item"
gt_etradebuy_order_all_item,"Order All"
gt_etradebuy_your_order,"Your Order"
gt_etradebuy_remove_item,"Remove Item"
gt_etradebuy_all_remove,"Remove All"
gt_etradebuy_sell_screen,"Sell Screen"
gt_etradebuy_your_equipment,"Your Equipment Inventory"
gt_etradebuy_your_cargo_pods,"Your Cargo Pods"
gt_etradebuy_deny,"Denied"
