Center,bedalov_center,0,0,0,1,0,0,0,0,,,,

Star,Bedalov,bedalov_center,0,0,0,1,0,0,0,5.00E+06,5

Body,Pallava,Bedalov,40000000000.000000,0.000000,0,1,0,0,0,5553270.058290,2,0,1,7,25,255,255,255,0,0,0,127,44,34,255,0,0,
Body,Seelye,Pallava,400000000.000000,0.000000,0,1,0,0,0,1037480.740389,3,0,1,29,45,255,255,255,0,0,0,127,44,34,255,0,0,
Body,Harman,Pallava,630000000.000000,30.000000,0,1,0,0,0,1368481.115121,3,0,1,7,42,255,255,255,0,0,0,127,44,34,255,0,0,
Body,Julich,Pallava,860000000.000000,60.000000,0,1,0,0,0,518434.078039,3,0,1,27,41,255,255,255,0,0,0,127,44,34,255,0,0,
Body,Moravek,Pallava,1090000000.000000,90.000000,0,1,0,0,0,621611.146989,3,0,1,16,43,255,255,255,0,0,0,127,44,34,255,0,0,

Body,Mosgrove,Bedalov,50000000000.000000,30.000000,0,1,0,0,0,5365276.039918,2,0,1,10,9,255,255,255,0,0,0,127,44,34,255,0,0,
Body,Hummel,Mosgrove,400000000.000000,30.000000,0,1,0,0,0,566668.024137,3,0,1,6,51,255,255,255,0,0,0,127,44,34,255,0,0,
Body,Calbault,Mosgrove,630000000.000000,60.000000,0,1,0,0,0,1057223.695940,3,0,1,25,45,255,255,255,0,0,0,127,44,34,255,0,0,
Station,Mining Outpost,Calbault,15000000.000000,0.000000,0,1,0,0,0,0.00E+00,24,6,0,10,
Body,Kuhlmey,Mosgrove,860000000.000000,90.000000,0,1,0,0,0,999405.470246,3,0,1,8,47,255,255,255,0,0,0,127,44,34,255,0,0,

Belt,Hough Belt,Bedalov,62500000000.000000,60.000000,0,1,0,0,0,62500000000.000000,3,0,1,1,1,99,46,40,120,145,14,127,44,34,255,0,0,
Station,Asteroid Base,Hough Belt,13000000.000000,60.000000,0,1,0,0,0,0.00E+00,20,7,0,10,

Body,Poboron,Bedalov,78125000000.000000,90.000000,0,1,0,0,0,2644245.735038,2,0,1,22,46,255,255,255,0,0,0,127,44,34,255,0,0,
Body,Mason,Poboron,400000000.000000,90.000000,0,1,0,0,0,390403.441470,3,0,1,1,41,255,255,255,0,0,0,127,44,34,255,0,0,
Body,Eaton,Poboron,630000000.000000,120.000000,0,1,0,0,0,258543.132920,3,0,1,25,44,255,255,255,0,0,0,127,44,34,255,0,0,
Station,Ore Processing Facility,Eaton,15000000.000000,0.000000,0,1,0,0,0,0.00E+00,1,15,0,10,
Station,Manufacturing Station,Eaton,15000000.000000,127.000000,0,1,0,0,0,0.00E+00,5,22,0,10,
Body,Kirby,Poboron,860000000.000000,150.000000,0,1,0,0,0,472209.270796,3,0,1,18,43,255,255,255,0,0,0,127,44,34,255,0,0,
Body,Mavor,Poboron,1090000000.000000,180.000000,0,1,0,0,0,569545.788163,3,0,1,19,46,255,255,255,0,0,0,127,44,34,255,0,0,

Belt,Markides Belt,Bedalov,97656250000.000000,120.000000,0,1,0,0,0,97656250000.000000,3,0,1,1,1,99,46,40,120,145,14,127,44,34,255,0,0,
Station,Markides Mining Outpost,Markides Belt,13000000.000000,120.000000,0,1,0,0,0,0.00E+00,24,6,0,10,
Station,Markides Processing Station,Markides Belt,13000000.000000,247.000000,0,1,0,0,0,0.00E+00,1,15,0,10,

Body,Knutson,Bedalov,122070312500.000000,150.000000,0,1,0,0,0,9599414.044618,2,0,1,26,8,255,255,255,0,0,0,127,44,34,255,0,0,
Body,Sunczyk,Knutson,400000000.000000,150.000000,0,1,0,0,0,1160474.476586,3,0,1,24,31,255,255,255,0,0,0,127,44,34,255,0,0,
Body,Kambeitz,Knutson,630000000.000000,180.000000,0,1,0,0,0,1192426.704740,3,0,1,1,42,255,255,255,0,0,0,127,44,34,255,0,0,

Body,Pasechnik,Bedalov,152587890625.000000,180.000000,0,1,0,0,0,4692648.091067,2,0,1,2,13,255,255,255,0,0,0,127,44,34,255,0,0,
Body,Janik,Pasechnik,400000000.000000,180.000000,0,1,0,0,0,1156595.987750,3,0,1,15,44,255,255,255,0,0,0,127,44,34,255,0,0,
Lpoint,Kirby Lpoint,Poboron,Kirby,2,huang,emerald_sys,,,,,
Lpoint,Calbault Lpoint,Mosgrove,Calbault,1,alcuin,,,,,
