Center,nisami_center,0,0,0,1,0,0,0,0,,,,

Star,Nisami,nisami_center,0,0,0,1,0,0,0,5.00E+06,5

Body,Hom,Nisami,40000000000.000000,0.000000,0,1,0,0,0,86065248.573260,4,0,2,2,10,255,255,255,0,0,0,127,116,96,0,5,255,
Body,Noda,Hom,250000000.000000,0.000000,0,1,0,0,0,3263969.847713,3,0,1,8,35,255,255,255,0,0,0,127,44,34,255,0,0,
Body,Mori,Hom,480000000.000000,30.000000,0,1,0,0,0,2945181.127354,3,0,1,26,50,255,255,255,0,0,0,127,44,34,255,0,0,
Station,Gas Mining Outpost,Mori,15000000.000000,0.000000,0,1,0,0,0,0.00E+00,24,6,0,10,

Body,Gurkan,Nisami,50000000000.000000,30.000000,0,1,0,0,0,10876918.851283,2,0,1,26,32,255,255,255,0,0,0,127,44,34,255,0,0,
Body,Wurts,Gurkan,400000000.000000,30.000000,0,1,0,0,0,350978.661921,3,0,1,5,35,255,255,255,0,0,0,127,44,34,255,0,0,
Body,Bromley,Gurkan,630000000.000000,60.000000,0,1,0,0,0,1128815.787558,3,0,1,13,35,255,255,255,0,0,0,127,44,34,255,0,0,
Station,Markus Corporation HQ Station,Bromley,15000000.000000,0.000000,0,1,0,0,0,0.00E+00,17,45,0,10,
Body,Ostergard,Gurkan,860000000.000000,90.000000,0,1,0,0,0,2458644.479295,3,0,1,19,43,255,255,255,0,0,0,127,44,34,255,0,0,
Station,Markus Corp. Manufacturing Station,Ostergard,15000000.000000,0.000000,0,1,0,0,0,0.00E+00,5,22,0,10,

Body,Odom,Nisami,62500000000.000000,60.000000,0,1,0,0,0,93375957.518235,4,0,2,6,8,255,255,255,0,0,0,127,116,96,0,5,255,
Body,Travis,Odom,250000000.000000,60.000000,0,1,0,0,0,11992110.965300,3,0,1,30,50,255,255,255,0,0,0,127,44,34,255,0,0,
Station,Odom Transfer Station,Travis,15000000.000000,0.000000,0,1,0,0,0,0.00E+00,0,122,0,10,
Station,Gas Mining Outpost,Travis,15000000.000000,127.000000,0,1,0,0,0,0.00E+00,24,6,0,10,
Body,Dugald,Odom,480000000.000000,90.000000,0,1,0,0,0,10122409.741508,3,0,1,4,39,255,255,255,0,0,0,127,44,34,255,0,0,

Body,Sento,Nisami,78125000000.000000,90.000000,0,1,0,0,0,4843714.712973,2,0,1,5,52,255,255,255,0,0,0,127,44,34,255,0,0,
Station,Markus Corp Research Labs,Sento,15000000.000000,0.000000,0,1,0,0,0,0.00E+00,6,40,0,10,

Body,Yamagishi,Nisami,97656250000.000000,120.000000,0,1,0,0,0,9418134.098331,2,0,1,22,1,255,255,255,0,0,0,127,44,34,255,0,0,
Body,Shimizu,Yamagishi,400000000.000000,120.000000,0,1,0,0,0,1607506.655342,3,0,1,25,47,255,255,255,0,0,0,127,44,34,255,0,0,
Station,Shimizu Mines,Shimizu,15000000.000000,0.000000,0,1,0,0,0,0.00E+00,24,6,0,10,
Body,Suzuki,Yamagishi,630000000.000000,150.000000,0,1,0,0,0,1971867.710213,3,0,1,3,46,255,255,255,0,0,0,127,44,34,255,0,0,
Lpoint,Noda Lpoint,Hom,Noda,2,hant,akra,,,,,
Lpoint,Dugald Lpoint,Odom,Dugald,1,corliss,,,,,
