Center,powys_center,0,0,0,1,0,0,0,0,,,,

Star,Powys,powys_center,0,0,0,1,0,0,0,5.00E+06,5

Body,Gwynedd,Powys,40000000000.000000,0.000000,0,1,0,0,0,2710165.715506,2,0,1,11,51,255,255,255,0,0,0,127,44,34,255,0,0,
Body,Lloyd,Gwynedd,400000000.000000,0.000000,0,1,0,0,0,617716.682901,3,0,1,10,36,255,255,255,0,0,0,127,44,34,255,0,0,
Body,Holmes,Gwynedd,630000000.000000,30.000000,0,1,0,0,0,373785.684858,3,0,1,1,52,255,255,255,0,0,0,127,44,34,255,0,0,
Body,Glynn,Gwynedd,860000000.000000,60.000000,0,1,0,0,0,323733.836316,3,0,1,2,35,255,255,255,0,0,0,127,44,34,255,0,0,

Body,Mabinogion,Powys,50000000000.000000,30.000000,0,1,0,0,0,5009125.034333,2,0,1,24,35,255,255,255,0,0,0,127,44,34,255,0,0,
Station,Powys STC station,Mabinogion,15000000.000000,0.000000,0,1,0,0,0,0.00E+00,36,68,0,10,
Body,Giddings,Mabinogion,400000000.000000,30.000000,0,1,0,0,0,333872.652700,3,0,1,8,34,255,255,255,0,0,0,127,44,34,255,0,0,

Body,Llywelyn,Powys,62500000000.000000,60.000000,0,1,0,0,0,4175359.355449,2,0,1,17,9,255,255,255,0,0,0,127,44,34,255,0,0,
Body,Gurnsey,Llywelyn,400000000.000000,60.000000,0,1,0,0,0,751931.021502,3,0,1,3,40,255,255,255,0,0,0,127,44,34,255,0,0,
Body,Bigelow,Llywelyn,630000000.000000,90.000000,0,1,0,0,0,852399.596952,3,0,1,10,32,255,255,255,0,0,0,127,44,34,255,0,0,
Body,Wynn,Llywelyn,860000000.000000,120.000000,0,1,0,0,0,474267.567624,3,0,1,21,50,255,255,255,0,0,0,127,44,34,255,0,0,
Body,Ennis,Llywelyn,1090000000.000000,150.000000,0,1,0,0,0,700570.187175,3,0,1,26,32,255,255,255,0,0,0,127,44,34,255,0,0,
Station,Ennis Processing Station,Ennis,15000000.000000,0.000000,0,1,0,0,0,0.00E+00,1,15,0,10,
Station,Ennis Station,Ennis,15000000.000000,127.000000,0,1,0,0,0,0.00E+00,24,6,0,10,
Body,Calnan,Llywelyn,1320000000.000000,180.000000,0,1,0,0,0,881423.313708,3,0,1,30,44,255,255,255,0,0,0,127,44,34,255,0,0,
Station,Calnan Naval Works,Calnan,15000000.000000,0.000000,0,1,0,0,0,0.00E+00,15,71,0,10,

Body,Gruffydd,Powys,78125000000.000000,90.000000,0,1,0,0,0,8188543.351543,2,0,1,18,32,255,255,255,0,0,0,127,44,34,255,0,0,
Station,Gruffydd Medical Research Station,Gruffydd,15000000.000000,0.000000,0,1,0,0,0,0.00E+00,3,51,0,10,
Body,Llynlea,Gruffydd,400000000.000000,90.000000,0,1,0,0,0,599094.198680,3,0,1,30,36,255,255,255,0,0,0,127,44,34,255,0,0,
Body,Flindall,Gruffydd,630000000.000000,120.000000,0,1,0,0,0,326016.427238,3,0,1,7,36,255,255,255,0,0,0,127,44,34,255,0,0,
Station,Flindall Transfer Station,Flindall,15000000.000000,0.000000,0,1,0,0,0,0.00E+00,0,122,0,10,
Body,Hammond,Gruffydd,860000000.000000,150.000000,0,1,0,0,0,981095.941619,3,0,1,24,36,255,255,255,0,0,0,127,44,34,255,0,0,
Lpoint,Flindall Lpoint,Gruffydd,Flindall,2,t_ang,huang,,,,,
