Center,new_const_center,0,0,0,1,0,0,0,0,,,,

Star,Tulinid,new_const_center,0,0,0,1,0,0,0,5.00E+06,5

Body,Al Battani,Tulinid,40000000000.000000,0.000000,0,1,0,0,0,43954283.272805,4,0,2,1,0,255,255,255,0,0,0,127,116,96,0,5,255,
Body,Accolus,Al Battani,250000000.000000,0.000000,0,1,0,0,0,905122.625373,3,0,1,24,49,255,255,255,0,0,0,127,44,34,255,0,0,
Body,Aurius,Al Battani,480000000.000000,30.000000,0,1,0,0,0,2511303.709390,3,0,1,3,43,255,255,255,0,0,0,127,44,34,255,0,0,
Body,Carolus,Al Battani,710000000.000000,60.000000,0,1,0,0,0,403047.656853,3,0,1,3,40,255,255,255,0,0,0,127,44,34,255,0,0,
Body,Djibouti,Al Battani,940000000.000000,90.000000,0,1,0,0,0,8327770.120152,3,0,1,21,42,255,255,255,0,0,0,127,44,34,255,0,0,
Station,Battani Sation,Djibouti,15000000.000000,0.000000,0,1,0,0,0,0.00E+00,0,122,0,10,
Body,Leolius,Al Battani,1170000000.000000,120.000000,0,1,0,0,0,1043422.649338,3,0,1,13,35,255,255,255,0,0,0,127,44,34,255,0,0,
Station,Marius Base,Leolius,15000000.000000,0.000000,0,1,0,0,0,0.00E+00,15,71,0,10,
Body,Olalius,Al Battani,1400000000.000000,150.000000,0,1,0,0,0,7726394.423524,3,0,1,9,40,255,255,255,0,0,0,127,44,34,255,0,0,
Body,Singulus,Al Battani,1630000000.000000,180.000000,0,1,0,0,0,2745954.934886,3,0,1,17,42,255,255,255,0,0,0,127,44,34,255,0,0,
Body,Trochlius,Al Battani,1860000000.000000,210.000000,0,1,0,0,0,7001138.610643,3,0,1,4,42,255,255,255,0,0,0,127,44,34,255,0,0,

Body,Aljaya,Tulinid,50000000000.000000,30.000000,0,1,0,0,0,11630420.850246,2,0,1,21,49,255,255,255,0,0,0,127,44,34,255,0,0,
Body,Mariq,Aljaya,400000000.000000,30.000000,0,1,0,0,0,754804.676747,3,0,1,10,34,255,255,255,0,0,0,127,44,34,255,0,0,
Body,Tariq,Aljaya,630000000.000000,60.000000,0,1,0,0,0,2894790.440883,3,0,1,14,52,255,255,255,0,0,0,127,44,34,255,0,0,
Station,Manufacturing Station,Tariq,15000000.000000,0.000000,0,1,0,0,0,0.00E+00,5,22,0,10,

Body,Antara,Tulinid,62500000000.000000,60.000000,0,1,0,0,0,32312997.833186,4,0,2,7,1,255,255,255,0,0,0,127,116,96,0,5,255,
Body,Akbar,Antara,250000000.000000,60.000000,0,1,0,0,0,3676636.005138,3,0,1,28,32,255,255,255,0,0,0,127,44,34,255,0,0,
Body,Biralla,Antara,480000000.000000,90.000000,0,1,0,0,0,7253305.295587,3,0,1,8,36,255,255,255,0,0,0,127,44,34,255,0,0,
Body,Ibrahim,Antara,710000000.000000,120.000000,0,1,0,0,0,6270443.932892,3,0,1,12,35,255,255,255,0,0,0,127,44,34,255,0,0,
Body,Joaqim,Antara,940000000.000000,150.000000,0,1,0,0,0,5166695.878528,3,0,1,18,40,255,255,255,0,0,0,127,44,34,255,0,0,
Body,Omar,Antara,1170000000.000000,180.000000,0,1,0,0,0,3900730.307084,3,0,1,18,44,255,255,255,0,0,0,127,44,34,255,0,0,
Body,Raballa,Antara,1400000000.000000,210.000000,0,1,0,0,0,6941532.306205,3,0,1,25,44,255,255,255,0,0,0,127,44,34,255,0,0,

